Character Number	State Number	SimJ Partial Recall
1	0	0.088477366255
1	1	0.05871886121
1	2	0.160194174758
2	0	0.180722891566
2	1	0.147444116669
3	0	0.0
3	1	0.0
4	0	0.0
4	1	0.0
5	0	0.274662162162
5	1	0.324324324324
5	2	0.0
6	0	0.394952305511
6	1	0.669877311124
6	2	0.273660796049
6	3	0.141379310345
6	4	0.165322580645
7	0	0.0
7	1	0.0322580645161
8	0	0.0667847204656
8	1	0.0416666666667
9	0	0.170731707317
9	1	0.142857142857
10	0	0.0
10	1	0.0119260584377
10	2	0.0
11	0	0.177095631641
11	1	0.236928301013
12	0	0.0
12	1	0.0
13	0	0.142857142857
13	1	0.0
14	0	0.00120059397807
14	1	0.451154013645
15	0	0.0
15	1	0.0
16	0	0.0
16	1	0.0
17	0	0.00324587503381
17	1	0.00324587503381
18	0	0.00277328403051
18	1	0.00277328403051
19	0	0.0990099009901
19	1	0.0185528756957
19	2	0.12987012987
20	0	0.443956496149
20	1	0.00599895078264
21	0	0.0456730769231
21	1	0.131118881119
22	0	0.738461538462
22	1	0.547945205479
23	0	0.0108695652174
23	1	0.0108695652174
24	0	0.0450958286359
24	1	0.0570125427594
25	0	0.524590163934
25	1	0.524590163934
26	0	0.14848143982
26	1	0.625
27	0	1.0
27	1	1.0
28	0	0.0677083333333
28	1	0.0680628272251
29	0	0.0526315789474
29	1	0.0526315789474
30	0	0.00397986655742
30	1	0.00397986655742
31	0	0.0
31	1	0.0108695652174
32	0	0.527777777778
32	1	0.527777777778
33	0	0.530532724505
33	1	0.609811565951
33	2	0.0
33	3	0.714285714286
33	4	1.0
34	0	0.0
34	1	0.00191570465512
34	2	0.00214166318429
34	3	0.00197223777921
35	0	0.0
35	1	0.0
36	0	0.101796407186
36	1	0.202380952381
37	0	0.0666666666667
37	1	0.818181818182
38	0	0.0
38	1	0.0
38	2	0.451612903226
39	0	0.125
39	1	0.0149253731343
39	2	0.0275229357798
39	3	0.0250396633786
40	0	0.00294382206231
40	1	0.461538461538
40	2	0.00294382206231
41	0	0.109717868339
41	1	0.5625
42	0	0.008356545961
42	1	0.0196078431373
42	2	0.008356545961
43	0	0.0
43	1	0.00397851601353
43	2	0.00397851601353
44	0	0.000379470638459
44	1	0.000474383301708
45	0	0.555555555556
45	1	0.909090909091
46	0	0.0562248995984
46	1	0.0562248995984
47	0	0.00261054005547
47	1	0.00304984421396
48	0	0.0
48	1	0.329329482613
48	2	0.592178605313
49	0	0.0162162162162
49	1	0.0217391304348
